Description,Price/Unit,Unit,Price/Measure,Measure
Pyrex 1L Classic Bowl,4.00,unit,4.00,ea
Royals Blue King size x20,11.80,unit,59p,cig
Sainsbury's White Porcelain Butter Dish,6.00,unit,6.00,ea
"Duracell Plus Alkaline D Batteries, pack of 6",10.00,unit,1.67,batt
John Player Special Silver  Stream Superkings x20,10.14,unit,51p,cig
Loctite Super Glue Liquid Control 3g,3.00,unit,3.00,ea
Sainsbury's Home Medium Oven Tray Black,8.50,unit,8.50,ea
Amateur Gardening Magazine,2.50,unit,2.50,ea
Sainsbury's Blossom Petals Candle 175g,2.00,unit,2.00,ea
Energizer Max AA x8,6.00,unit,75p,batt
Sainsbury's Black Lever Arch Folder,1.50,unit,1.50,ea
Brita Marella Cool Blue,16.00,unit,16.00,ea
Sainsbury's Home Bulb LED Frosted Candle 40w SES x2,5.00,unit,5.00,ea
6pk Luxury Crackers - Silver Pinecones,7.50,unit,7.50,ea
Drum Gold Tobacco 30g,16.35,unit,54.50,100g
Sainsbury's Home Non Stick Loaf Tin 2lb,2.50,unit,2.50,ea
Sainsbury's Home Extra Long Life D Alk Battery x2,3.00,unit,1.50,unit
Sainsbury's Wordsearch Puzzle Book,2.60,unit,2.60,ea
Sainsbury's Xl Non Fragranced Pillar Candle,4.50,unit,4.50,ea
Brita Marella Maxtra XL White Water Filter 3.5L,20.00,unit,20.00,ea
"Gold Tobacco Block, Pouch 40g",13.50,unit,33.75,100g
HOME LED GU10 50W x4,7.00,unit,7.00,ea
Febreze Car Blossom & Breeze Car Clip Air Freshener,3.00,unit,3.00,ea
BBC Good Food Magazine,5.25,unit,5.25,ea
Pyrex 2L Classic Bowl,4.50,unit,4.50,ea
Sainsbury's Turkey Crown 1.6-2.19kg,14.50,unit,9.06,kg
Sainsbury's Home Non Stick Spring Form Cake Tin Small 20cm,4.00,unit,4.00,ea
10pk Cards - Sketchy Scene,2.50,unit,2.50,ea
Sterling Blue Superkings 5x20,50.50,unit,51p,cig
Mayfair Superkings x100,52.75,unit,53p,cig
Sainsburys Home Beer Glass x4,2.00,unit,2.00,ea
