Description,Price/Unit,Unit,Price/Measure,Measure
Sainsbury's Italian Antipasto Selection 120g,2.50,unit,2.08,100g
Sainsbury's White Turnips Loose,2.40,kg,2.40,kg
Sainsbury's Granny Smith Apples Single,30p,unit,30p,ea
Sainsbury's Lambs Lettuce 60g,1.00,unit,1.67,100g
Sainsbury's Leeks SO Organic 400g,2.25,unit,5.63,kg
Sainsbury's Carrots Baby 1kg,1.00,unit,1.00,kg
The Greengrocer Mixed Vegetables 1kg,69p,unit,69p,kg
Sainsbury's Baby Whole Leaf Spinach 1kg,1.50,unit,1.50,kg
Sainsbury's Baby Plum Tomatoes SO Organic 225g,1.85,unit,8.22,kg
Sainsbury's Casserole Vegetable Selection 750g,1.00,unit,1.33,kg
Sainsbury's Mature Cheddar Coleslaw Taste the Difference 300g,1.80,unit,60p,100g
Sainsbury's Giant Cous Cous & Feta Salad Taste the Difference 220g,2.25,unit,1.02,100g
Sainsbury's Falafel Summer Edition x8 144g,2.00,unit,1.39,100g
Sainsbury's Cabbage & Leek 200g,1.00,unit,5.00,kg
Sainsbury's Imperfectly Tasty Potatoes 2.5kg,89p,unit,36p,kg
Sainsbury's Bellaverde Broccoli Taste the Difference 200g,2.00,unit,10.00,kg
Sainsbury's Purple Sprouting Broccoli Spears 200g,1.80,unit,9.00,kg
Sainsbury's Bunched Thyme 20g,75p,unit,38p,10g
Sainsbury's Fresh Packed Lemongrass Sticks x2,75p,unit,38p,ea
Sainsbury's Deli-Style Coleslaw 600g,1.30,unit,22p,100g
Sainsbury's Pink Lady Apples SO Organic x6,3.00,unit,50p,ea
Sainsbury's White Closed Cup Mushrooms SO Organic 300g,1.20,unit,4.00,kg
Sainsbury's Pears SO Organic x4,2.30,unit,2.30,ea
Sainsbury's Portabello Mushrooms 250g,1.50,unit,6.00,kg
Sainsbury's Baby Leeks 175g,2.00,unit,11.43,kg
Sainsbury's Jazz Apples x4,2.10,unit,53p,ea
