Description,Price/Unit,Unit,Price/Measure,Measure
Sainsbury's Apple Conditioner 500ml,75p,unit,15p,100ml
John Frieda Brilliant Brunette Moisturising Shampoo 250ml,6.00,unit,2.40,100ml
L'Oreal Elnett Extra Strength Hairspray 400ml,5.00,unit,1.25,100ml
Vaseline Hand Cream Healthy Hands + Stronger Nails 75ml,2.00,unit,2.67,100ml
Nivea Face Cream Light Moisturiser for Normal & Combination Skin 50ml,4.00,unit,8.00,100ml
Bic Twin Lady x5,1.50,unit,30p,bld
Carex Fun Edition Unicorn Antibacterial Hand Wash 250ml,1.00,unit,40p,100ml
Gillette Venus Spa Breeze Razor Blades x4,10.00,unit,2.50,ea
John Frieda Luxurious Volume Thickening Shampoo 250ml,6.00,unit,2.40,100ml
Sanex Zero% Sensitive Skin Shower Gel 500ml,2.50,unit,50p,100ml
Silvikrin Classic Hairspray Natural Hold 400ml,3.50,unit,88p,100ml
Head & Shoulders Smooth & Silky Anti-Dandruff Shampoo 500ml,4.50,unit,90p,100ml
John Frieda Brilliant Brunette Moisturising Conditioner 250ml,6.00,unit,2.40,100ml
Batiste Cherry Dry Shampoo 200ml,2.25,unit,1.13,100ml
Alpecin C1 Caffeine Shampoo 250ml,6.00,unit,2.40,100ml
Gillette Venus Simply 3 Disposable Razor x4,3.00,unit,75p,ea
Aveeno Daily Moisturising Lotion 200ml,3.50,unit,1.75,100ml
Nivea Face Cream Rich Moisturiser for Dry & Sensitive Skin 50 ml,4.00,unit,8.00,100ml
Sanex Dermo Sensitive Shower Gel 450ml,2.00,unit,44p,100ml
Johnson's Face Care MakeUp Be Gone Extra-Sensitive Wipes 25 Wipes,1.50,unit,6p,wipe
Method Gel Handwash Pink Grapefruit 354ml,2.00,unit,57p,100ml
L'Oreal Elvive Full Restore 5 Damaged Hair Conditioner 400ml,2.50,unit,63p,100ml
Neutrogena T/Gel Therapeutic Shampoo 250ml,75p,unit,15p,100ml
Sainsbury's Tea Tree 2 In 1 500ml,75p,unit,15p,100ml
Herbal Essences Bee Strong Conditioner 400ml,2.00,unit,50p,100ml
Gillette Blue II Disposable Razors x10,3.50,unit,35p,bld
Aussie Miracle Recharge Hair Insurance Leave In Conditioner 250ml,5.00,unit,2.00,100ml
Men Advance Impact Bodyspray 150ml,85p,unit,57p,100ml
L'Oreal Elvive Fibrology Fine Hair Thickening Shampoo 250ml,3.00,unit,1.20,100ml
Bic Disposable Razor Sensitive x20,2.00,unit,10p,bld
Garnier Ultimate Blends Honey Strengthening Shampoo 360ml,2.00,unit,56p,100ml
Nivea Creme All Purpose Body Cream for face hands and body 200ml,2.75,unit,1.38,100ml
Batiste Tropical Dry Shampoo 200ml,2.25,unit,1.13,100ml
L'Oreal Elnett Normal Strength Hairspray 400ml,5.00,unit,1.25,100ml
Nivea Soft Moisturising Cream for face hands and body 200ml,3.75,unit,1.88,100ml
Gillette Venus Satin Care Shaving Gel With A Touch Of Olay 200ml,3.00,unit,1.50,100ml
Pantene Pro-V Classic Clean Shampoo For Normal To Mixed Hair 500ml,2.50,unit,50p,100ml
Vaseline Lip Therapy Original 20g,1.00,unit,5.00,100g
Pantene Pro-V Classic Clean 3in1 Shampoo Conditioner Treatment For Normal To Mixed Hair 450ml,2.50,unit,56p,100ml
Novon Cotton Wool Pads X200,1.50,unit,1p,ea
Head & Shoulders Apple Anti-Dandruff 2 in 1 Shampoo 450ml,3.50,unit,78p,100ml
Nivea Men Sensitive Face Moisturiser with 0% Alcohol 75ml,6.50,unit,8.67,100ml
St Ives Blemish Fighting Apricot Scrub 150ml,4.00,unit,2.67,100ml
Lynx Body Spray Excite 150ml,1.75,unit,1.17,100ml
