Description,Price/Unit,Unit,Price/Measure,Measure
Sainsbury's Crinkle Cut Chips 900g,1.25,unit,1.39,kg
Birds Eye Supersweet Sweetcorn 690g,2.00,unit,2.90,kg
Sainsbury's Thin & Crispy Pepperoni Pizza 305g,1.00,unit,3.28,kg
Sainsbury's Indulgence Ice Cream Mint 4x110ml,1.35,unit,31p,100ml
Birds Eye Cod Fish Fingers x30 840g,6.50,unit,7.74,kg
Birds Eye Select Mixed Vegetables 690g,2.00,unit,2.90,kg
Birds Eye Garden Peas & Sweetcorn 690g,2.00,unit,2.90,kg
Mccain Home Chips Chips Crinkle 1.6kg,3.30,unit,2.06,kg
Birds Eye Green Medley Steamfresh x2 300g,1.75,unit,5.83,kg
Cornetto Strawberry Ice Cream Cones 6x90ml,1.75,unit,32p,100ml
Aunt Bessie's Glorious Golden Yorkshires x10 190g,1.65,unit,8.68,kg
Quorn Vegetarian Southern Style Bites 300g,2.00,unit,6.67,kg
Amy's Kitchen Gluten Free Rice Mac & Cheese,2.50,unit,9.80,kg
Wall's Soft Scoop Ice Cream Dessert Light Vanilla 1.8L,2.00,unit,11p,100ml
Sainsbury's Frozen Peach & Nectarine Slices 500g,2.00,unit,40p,100g
Kelly's Cornish Ice Cream Honeycomb Crunch 950ml,3.00,unit,32p,100ml
J. James Pollock Steaks 520g,3.20,unit,6.15,kg
The Northern Dough Co. Pizza Dough Original 2x220g,2.00,unit,4.54,kg
Sainsbury's Slow Cooked Lamb Shanks with a Mint Gravy x2 750g,6.00,unit,8.00,kg
Quorn Vegetarian Chicken Style Cripsy Fillets 200g,1.70,unit,8.50,kg
Sainsbury's Roast Chicken & Gravy Family Pie 700g,2.50,unit,36p,100g
Chicago Town Sub Meat Supreme Pizzas x2 (250g),1.50,unit,6.00,kg
Sainsbury's Large King Prawns 180g,3.00,unit,16.67,kg
Hagen-Dazs Ice Cream Pralines & Cream 460ml,4.80,unit,1.04,100ml
Sainsbury's Cauliflower Cheese Grills x4 397g,1.75,unit,4.41,kg
Magnum Salted Caramel Ice Cream 4x100ml,3.20,unit,80p,100ml
Sainsbury's Steak Pies x4 600g,2.00,unit,33p,100g
Quorn Vegetarian Smoky Bacon Rashers 150g,1.70,unit,11.33,kg
Chicago Town Deep Dish Ham & Pineapple Pizzas x2 (330g),2.00,unit,6.06,kg
Del Monte Iced Mango Smoothie 3x90ml,1.50,unit,56p,100ml
Sainsbury's Woodland Fruit Strudel x2 600g (Serves 6),1.60,unit,27p,100g
