Description,Price/Unit,Unit,Price/Measure,Measure
Sainsbury's Home Bulb LED Frosted Candle 40w BC x2,5.00,unit,5.00,ea
Pritt Glue Stick Value Pack - 11G  X 3,3.00,unit,3.00,ea
Amateur Gardening Magazine,1.99,unit,1.99,ea
Energizer Max AAA x4,3.75,unit,94p,batt
Sainsbury's Home Extra Long Life AAA8 pack,4.50,unit,56p,unit
Sainsbury's White Pillar Candle Medium,2.50,unit,2.50,ea
Sainsbury's Home Lined Refill Pad 300Pg,3.00,unit,3.00,ea
Good Food Magazine,5.25,unit,5.25,ea
Sainsbury's Home White Paper Bowl 25Pk,1.00,unit,1.00,ea
Sterling Tobacco 30g,12.00,unit,40.00,100g
Sainsbury's Home Wooden Pegs x50,3.50,unit,3.50,ea
Kilner Clip Top Square Jar 0.5L,3.25,unit,3.25,ea
Sainsbury's Diffuser Sticks x20,1.50,unit,1.50,ea
Gardeners World Magazine,5.60,unit,5.60,ea
Sainsburys Home Elegance Gin Glass,8.00,unit,8.00,ea
Sainsbury's Home Soft Grip Can Opener,4.00,unit,4.00,ea
Sainsbury's Patterned Potted Plant (Pot colour & plant variety may vary),7.00,unit,7.00,ea
Daytona -5 Degrees Screenwash Ready Mixed 5Ltr,4.50,unit,4.50,ea
Duracell Plus Alkaline D Batteries pack of 6,10.00,unit,1.67,batt
Sovereign Sky Blue King Size x20,9.50,unit,48p,cig
Pyrex Oval Roaster 21 x 13cm,4.00,unit,4.00,ea
Clan Aromatic Pipe Tobacco 50g,17.60,unit,35.20,100g
Sainsbury's Home Frosted Pp A5 Wiro Notebook,1.50,unit,1.50,ea
Drum Original Blue Tobacco 30g,16.35,unit,54.50,100g
Sistema Davina 700ml Purple/Green,3.00,unit,3.00,ea
Sainsbury's Home Dustpan & Brush,3.50,unit,3.50,ea
Sainsbury's Home Vacuum Food Storage 1.1L,5.00,unit,5.00,ea
Sainsbury's Mixed Rose Posy,5.00,unit,5.00,ea
Sainsbury's Soft Square Dip Dish,1.75,unit,1.75,ea
Sainsbury's Home Scissors Large,2.00,unit,2.00,ea
Sainsbury's Home C5 White Self Seal Envelopes 50Pk,2.00,unit,2.00,ea
Sainsburys Home black Lever Arch File,1.50,unit,1.50,ea
Cbeebies Magazine,3.50,unit,3.50,ea
Brita Marella Cool Blue,16.00,unit,16.00,ea
Sainsbury's Mono Chrysanthemums Bouquet,3.00,unit,3.00,ea
Sainsbury's Home  Clear Tumblers 250ml 20Pk,1.50,unit,1.50,ea
Drum Gold Tobacco 30g,16.35,unit,54.50,100g
Febreze Car Blossom & Breeze Car Clip Air Freshener,2.00,unit,2.00,ea
Sovereign Blue King Size 5x20,47.25,unit,47p,cig
Sainsbury's Home Cotton Rich Pillowcase Pair White,6.00,unit,6.00,ea
Bar-Be-Quick Gas Lighter,3.00,unit,3.00,ea
Ideal Home Magazine,4.75,unit,4.75,ea
Sainsbury's Soft Square Side Plate,3.00,unit,3.00,ea
Blue Dashes Birthday Boy Card,2.00,unit,2.00,ea
Spring Posy,5.00,unit,5.00,ea
Sainsbury's Foil Tray X3,2.50,unit,2.50,ea
Blu Pro Clearomiser,5.50,unit,5.50,ea
Triplewax Sponge,1.25,unit,1.25,ea
